gauss1 gauss2 repulsion hydrophobic hydrogen
102.70338 1356.85946 5.53284 0 2.7403
66.81169 1150.47451 3.99433 37.97025 5.11398
96.06809 1231.7063 7.78378 11.41465 10.70192
55.44286 823.24102 4.02426 0 8.0807
40.96472 363.35796 1.782 0 4.0336
71.15631 814.3728 5.29425 2 8.74245
121.71076 1653.21223 9.95658 0 11.28793
59.72203 677.0019 6.41053 0.12666 3.70421
76.67529 757.12271 2.54317 41.01109 3.84369
63.27594 1030.41252 0.84726 35.90719 0.25613
125.38727 1983.92909 7.1296 15.21843 9.43854
116.92123 1529.0223 5.03133 2.89891 7.50494
130.10085 2113.24132 4.23749 41.39135 5.82567
64.69423 1041.43984 2.33628 41.56995 0.98046
85.0782 1299.3097 3.50044 42.29861 3.49551
94.47926 1115.02628 4.66523 7.45204 6.35203
167.49245 2818.93654 7.86737 42.36425 11.48678
63.01213 999.07625 3.63178 26.12648 5.04899
73.75454 1144.00843 4.57317 12.67277 4.73022
117.22289 1681.39308 4.50993 3.99292 4.35866
74.32705 1414.75696 4.86828 13.88132 6.16208
92.66395 1339.71686 2.20066 48.55579 2.65312
33.66607 467.36566 4.52099 0 3.08146
55.84971 643.84723 4.63572 0 1.95844
102.86893 1154.57555 9.3133 0 6.30071
62.65662 621.26606 2.45995 5.82696 4.12211
125.9923 1540.36609 8.12723 8.93887 11.06642
55.59356 791.98109 1.28581 42.213 0
47.7835 848.12035 2.7537 38.17649 3.59673
94.26017 1552.47531 4.83272 12.2657 7.5433
53.43645 770.16657 3.49811 0.93035 6.44743
70.05058 968.87728 0.72479 45.16634 0
86.07325 991.59964 5.93691 19.08819 5.27738
85.31409 973.37757 2.45897 8.07507 3.36997
39.17719 746.10367 3.69069 2.82369 6.73237
64.21788 926.09462 10.28044 5.83552 5.38202
83.74501 964.63668 5.99922 0 10.10374
52.96313 632.45089 1.05113 5.08847 1.91543
70.98159 1050.84004 8.64318 0.17463 5.70006
88.495 1302.86891 4.14601 7.58077 5.77207
74.31994 883.19387 4.92352 6.71786 9.69883
168.71723 2581.89673 6.72821 20.44665 7.92784
98.86535 1131.96723 5.60728 0 8.13639
50.81122 841.10819 7.52414 16.29128 1.45043
52.04799 598.82835 3.44048 63.61303 3.64514
122.46394 1997.98514 5.43412 23.47816 6.74976
182.98683 2947.40869 10.95326 92.30593 10.55255
55.05483 627.73012 2.73548 4.20305 4.25764
43.69265 454.93419 1.03649 0 1.5326
64.78639 1452.98526 2.60768 6.85753 5.98147
40.8889 1040.99287 1.86997 20.64319 2.31781
70.82712 1303.7503 3.42871 0 2.45823
131.99469 1767.84437 6.2234 24.32871 11.66429
50.53695 607.47713 5.18774 0 5.52691
45.5997 628.04705 3.35498 0 7.41549
144.03603 1764.13484 3.86239 0 6.54031
93.74114 1492.31226 8.77046 5.74914 12.71672
96.0817 1520.49864 8.14768 5.10071 11.57352
90.56064 1491.44763 2.4434 17.60212 2.48036
70.90575 1019.91843 1.44444 32.67236 0.08859
101.63563 1916.97297 9.19903 0 2.57382
63.32828 989.01199 3.14033 2.74874 4.82652
84.78772 1075.90578 7.70169 24.42728 7.85394
38.5187 464.55277 1.28394 0 0
106.77298 1015.35684 5.49715 14.67164 5.86371
77.68802 892.81304 4.35448 15.9158 5.43506
103.22393 1436.40701 5.1408 2.41614 9.27305
36.47258 866.06445 1.45249 32.90021 2.25062
56.35574 587.56113 4.83099 0 6.45109
117.5642 1613.57154 5.38772 48.58892 2.77516
138.05954 2277.01617 8.52758 6.35953 12.60575
90.40905 1074.119 5.00149 19.18479 7.85228
98.35795 1590.25896 4.24542 69.31648 2.90514
73.61561 999.66309 2.07676 56.15097 1.80816
64.08818 706.45884 4.50834 0 6.93473
90.26632 1070.82576 5.21382 32.51847 1.50179
67.8449 1014.60715 6.00134 3.0275 3.54222
52.65487 809.71793 0.49877 49.57937 0
82.64157 887.96601 7.38251 19.90937 7.98691
66.44226 801.3441 4.07713 2.73865 6.12308
30.61123 513.57565 0.29802 3.81497 0.65825
62.68447 686.18938 5.26117 8.70976 8.9007
117.29303 1569.06404 5.58786 15.42439 6.35237
75.05723 921.55573 1.71475 27.77331 1.87148
82.79334 1036.3601 2.92239 45.65692 0
89.18633 1472.86513 4.75667 16.22859 5.23035
183.20685 2482.93364 13.44485 32.73298 13.97371
80.82062 1375.63928 1.32586 66.62298 0.43629
53.97422 545.27441 3.11957 3.2486 5.74068
115.47014 1570.58049 4.45392 2.5412 4.4507
41.01043 649.10833 4.40241 3.81991 5.41622
105.52113 1158.51032 4.29676 0 3.58427
56.53384 477.34816 3.74219 0 7.60802
73.88608 1426.28919 1.82726 48.86528 0.72572
43.85802 512.17448 2.58053 9.27111 4.85817
54.14822 1073.47987 1.79695 6.60366 1.59024
97.50832 1221.6234 3.7054 47.39996 5.31612
83.03501 1138.136 6.80356 13.36737 9.22005
135.54446 2470.44757 8.68427 0 11.06527
74.49996 761.80401 2.17964 41.88268 3.55285
76.59207 760.12666 2.54082 42.09469 3.25225
35.74808 521.24666 2.63526 24.6227 0.73298
7.49728 269.98935 0.20587 3.74615 0
59.79301 696.35743 1.59632 4.96152 2.02687
82.10992 1137.70132 5.92642 0 7.88399
64.47431 729.95846 4.39195 0 7.13387
60.34275 764.6128 4.64483 4.56481 7.53494
105.56163 1451.7192 2.75369 49.75198 2.51064
103.95257 1142.36849 7.13955 81.57641 6.43663
62.80847 615.7112 2.30807 3.45807 4.11856
54.80491 730.46305 5.58706 0 7.9116
72.43044 907.86825 7.9086 1.27374 9.39698
65.38615 1180.04678 3.3296 18.0822 0.98899
96.57119 1002.61497 8.43887 10.20717 10.7642
96.08814 1606.20028 5.2327 86.19432 0
71.81178 1192.60782 1.28927 50.63362 0.85779
71.11351 1450.87768 3.27123 4.33794 5.4789
56.26622 607.50047 2.23912 3.63574 3.99242
132.59981 1743.72842 6.99429 25.46424 10.79469
54.15182 727.17055 3.41034 0.29292 6.39895
88.38052 1278.53791 8.10588 0 12.14387
72.27421 641.95287 2.78853 8.72526 2.52919
57.19295 887.33131 3.17411 27.92203 5.30272
84.20277 1111.84436 3.99511 19.93393 4.93674
52.78354 715.33932 1.0989 74.89984 0.47833
87.3557 1527.37222 8.57659 0 6.31179
65.19837 718.56702 4.49465 0 7.1895
100.50116 1156.97002 1.7849 42.2669 0
52.19926 771.11493 2.36378 2.62305 2.518
93.14051 1002.9293 7.78188 21.17425 8.14753
53.76652 1129.16967 3.22929 7.71362 5.26938
64.68521 754.00495 10.30207 0 11.87977
48.16718 667.69229 3.81922 8.57647 1.31519
125.28672 1745.10143 6.16575 0 7.49067
38.52497 738.15865 0.74942 13.23019 0.87022
70.44876 802.47288 8.67668 0 7.83159
54.01441 429.21242 5.83709 20.25186 5.22367
70.76373 745.18806 2.69288 6.7831 3.8283
92.10583 963.46663 3.99261 20.58859 5.52413
79.72861 1241.41737 0.52823 69.3633 0
75.24737 947.59233 1.58872 46.17371 1.90423
97.40735 1318.59232 3.27657 48.56176 2.83872
72.76694 1026.5165 3.44328 4.92827 6.19403
85.62244 1387.08762 2.85761 17.96337 6.50272
73.05726 1013.92974 5.08453 6.79344 7.01782
58.82929 878.24337 3.71667 5.4154 6.82095
45.89304 721.11035 0.55265 73.15453 0
46.26258 479.05882 4.92178 0 5.70586
105.47943 980.22875 1.88577 64.18593 0
55.87567 710.81312 3.4741 28.73555 4.20638
101.38015 1459.27559 4.69496 46.97132 2.8431
78.58094 1013.31862 4.17854 5.23882 6.14656
58.95094 621.57828 2.74753 3.6704 3.90539
57.68106 936.22244 3.95124 2.80003 6.00621
98.23552 1235.42612 3.19677 0 5.32734
155.19946 2088.07542 13.80977 0 15.18173
152.38485 1948.16342 12.74277 0 8.60383
88.91962 1417.47406 3.08024 53.31468 2.71516
114.53158 1829.4567 5.47385 0 6.09301
64.03151 1185.07535 1.8286 33.71478 2
58.02618 1078.35311 1.1476 40.49655 2.0271
80.8996 1089.69775 4.11001 0 8.22765
92.95065 1403.72755 7.54395 6.94838 8.64245
81.93027 1405.69799 1.84527 56.83138 0
104.37731 1168.04746 7.46073 46.40818 4.82224
86.91924 1760.65098 2.57074 34.35664 4.30586
56.48427 655.3991 3.48658 8.53209 3.58534
72.40715 616.39784 2.28243 0 2.87734
34.01655 384.87348 4.10285 0 6.63916
82.82219 1035.46921 7.24612 14.29819 9.60661
102.62437 1444.78307 5.89576 11.47003 10.67897
51.63972 892.89756 1.47248 32.49941 1.67893
159.83596 1683.29699 10.52684 0 17.2346
106.74962 811.34234 5.36151 0 4.86142
53.9086 615.6191 2.12656 5.69974 3.05769
98.85578 1277.01012 9.791 0 12.57545
48.33903 851.73616 2.54899 24.54882 2.04946
118.54447 1754.94754 4.19737 16.22031 6.73989
88.44624 1025.10107 2.65804 13.26336 4.23504
70.84973 936.47042 2.06821 6.19752 4.88668
99.293 1115.72352 5.28056 29.27495 4.66234
43.58029 808.18228 2.59166 27.52533 0.80821
58.13482 855.80763 3.42793 29.60729 3.13185
100.69717 1168.39341 2.18705 34.17537 0.85888
46.02739 1230.51399 0.6026 46.56974 0
83.06407 1053.2837 2.47133 10.47299 4.50819
73.52651 1054.52525 6.28495 8.57232 8.53211
71.54822 963.01479 4.34128 7.39116 9.0322
62.23047 776.51486 5.8944 1.85102 10.74354
147.934 2548.55903 11.17033 7.35732 11.26343
100.46468 1009.42436 3.50943 0 3.12912
146.79121 2378.45093 5.67434 49.43668 7.66538
71.18025 888.90668 7.15666 9.6189 7.27209
48.83844 582.63512 4.93193 0 5.31274
68.19252 954.24843 2.98187 26.74429 3.96507
59.16455 760.27888 1.47695 15.40441 1.58601
133.19437 2135.16972 5.16461 62.79002 6.23026
70.31013 613.99961 3.8384 6.62817 6.55567
95.18965 1062.82508 7.11382 0 11.98651
66.64143 1309.97081 3.60986 33.37115 2.92057
84.53645 1325.66616 2.52736 95.52359 1.20995
47.78243 761.89997 1.26441 74.01939 0
103.51304 1029.38239 6.12682 39.5538 6.29474
98.48861 928.16335 5.83036 38.74188 6.44445
120.23679 1811.9524 7.09644 35.67543 7.78887
100.41806 2085.66768 5.78034 51.78762 3.65539
79.73668 1023.44119 6.1654 14.17516 6.70941
62.77918 1006.24285 6.77798 8.46856 9.27404
66.3416 1180.45167 3.23175 36.72889 3.84055
73.11872 1041.65396 4.17029 0 5.26919
36.31011 452.05172 1.97795 15.15179 1.96528
101.18693 1208.91293 12.97862 2.99757 12.89709
46.98606 691.13185 1.91188 14.22993 2.60073
54.15233 1017.87249 3.13586 29.98678 4.45298
47.66668 781.22317 1.65019 1.5862 4.69258
77.87573 1597.47051 6.05747 7.88296 6.73377
63.6144 704.20628 5.19215 5.02716 7.7882
65.67802 1157.73137 1.47669 46.95365 0
78.57047 1236.33965 4.30316 0 8.04379
41.94452 603.59011 5.1835 0.82098 7.92739
141.63789 1483.91838 9.34041 24.34828 10.26638
40.02271 711.63254 2.82505 3.22114 3.79444
163.58033 2199.84383 7.50424 0 10.13663
168.40846 2632.90984 6.57975 67.54527 10.57189
80.39458 764.87205 6.65623 0 9.20065
129.54437 2037.77483 8.07044 0.45309 11.95845
196.34039 2371.66489 9.33054 10.42354 13.63302
75.00957 1186.78678 1.73179 99.08606 1
73.37117 1082.32698 3.41086 38.48126 0.11924
69.57125 1119.44952 6.80916 0 8.83375
77.87424 1016.72288 2.80107 35.08573 2.42592
89.02216 1428.44918 3.92112 70.99359 4.6309
125.17436 1303.6604 7.30516 81.46664 8.13383
70.00551 1170.23336 4.31803 12.2018 2
63.51935 1099.51746 1.67153 14.88957 2
97.08343 1309.35281 6.22385 5.83963 6.46401
67.14473 588.88381 8.58459 0 10.62967
60.05334 1091.14436 2.19654 22.8029 0
68.96554 1035.6267 0.67571 29.57835 1.82069
71.00778 1058.44422 5.182 24.54024 6.16022
49.60059 683.98752 4.52862 34.03503 5.07231
135.41338 1900.16172 8.7721 0 13.52288
84.94871 1210.545 3.67021 36.45487 2.01788
47.17264 522.78085 1.07707 13.16916 0.2682
118.89263 1665.23809 4.83403 33.78075 7.68732
73.94916 1238.25141 2.42893 4.74135 3.48716
70.13423 920.01755 5.61214 14.03971 4.26127
129.00739 1787.4452 5.67507 4.113 7.36162
104.39789 2001.83167 7.89352 34.6431 7.65746
147.7189 1707.08754 6.30001 1.35647 6.79846
117.56355 1153.26757 9.4427 0 9.60356
110.03201 1359.17743 6.23974 28.27853 10.44033
104.53182 1509.48752 6.27678 37.62666 4.98754
88.36805 1099.31425 6.10371 0.60107 9.42654
92.13082 1513.7352 2.96155 13.13308 6.31343
79.7922 802.1984 4.9017 6.01854 7.68496
80.01573 1020.23353 4.61528 13.5033 6.95397
94.17699 1053.01984 7.05608 0 11.3435
74.95117 1378.92843 1.33966 55.63801 1.24201
79.13482 1085.26291 3.46073 29.44641 3.4195
110.04112 1535.60766 3.19241 31.66989 5.41493
39.02835 608.63415 2.14717 21.4002 1.81885
94.27498 675.15122 4.01452 0 4.26437
30.51729 536.79517 0.94335 20.13556 1.18752
91.62138 1520.48045 4.13072 43.45061 3.85178
54.07678 693.79464 3.0077 4.91369 6.39688
88.50272 1669.27456 10.24615 0 15.45159
95.3965 1059.06609 5.76577 58.38695 4.63368
51.63103 1148.65562 0.95045 13.63304 1.21826
117.8861 1339.4901 6.48922 0 8.26183
89.74479 976.7701 5.46327 9.7835 6.38191
127.61701 1518.5669 2.80699 25.54742 0
73.34592 975.497 2.4797 16.3693 1.88946
134.20293 2122.97745 4.65993 55.57886 3.67843
88.73993 1243.28946 5.15652 20.95383 6.06287
58.32896 651.67843 7.04986 0 10.65667
63.00908 1184.52023 1.70072 49.18587 1.12378
66.25902 755.10306 7.34359 0 8.97492
144.9181 2825.75685 9.77782 1.52955 14.22805
185.82248 2779.84853 8.74068 94.46181 13.27385
167.69833 2547.6355 8.50409 7.40701 14.80616
105.19773 1281.62398 4.04414 39.84604 0.1688
102.19219 1163.54148 1.72488 40.88225 0.41617
94.66213 1270.4382 3.90022 22.32026 5.11051
87.08319 1325.10395 2.86014 24.24194 4.47956
159.58805 2007.7411 9.60009 0 13.68196
127.76031 2269.2405 7.01836 95.55556 2.92049
34.38539 596.59058 1.99088 29.98234 0.62182
133.16631 1570.36877 20.13565 31.3652 6.6354
49.95031 396.29835 3.3735 6.80039 6.55735
50.53752 804.91691 7.12933 0 8.1128
65.58812 1189.92588 2.21519 20.77513 3.74324
50.77292 638.33096 2.66388 27.00043 3.27368
67.75621 699.45818 1.65683 41.26663 0
59.99578 924.21209 3.11904 5.16948 6.34938
51.48083 952.08045 3.66571 0 2.23189
90.54583 1203.25106 3.97629 0 3.99829
139.34029 1715.75395 5.39416 43.57074 8.11857
89.00748 1321.49032 9.08771 5.30695 7.85935
43.25038 567.39751 2.91508 0 2.75807
70.96052 538.11175 4.36749 24.2524 5.47528
88.47457 1250.32968 6.92328 24.82075 9.41485
105.84478 1501.35407 3.10844 57.09934 2.37096
49.2953 642.57063 3.3403 20.63918 4.1362
62.42639 1037.08905 5.13539 32.17284 2.36973
82.22179 1074.83204 4.39273 13.16538 7.20701
47.61735 486.79602 4.10133 4.87807 7.59495
85.53069 1061.91626 3.61156 34.21668 3.40354
66.59418 778.15381 2.01209 27.2889 4.20404
97.10342 1019.51298 6.63005 20.39894 6.32232
101.38749 1172.47665 3.96422 2.24956 4.00398
122.91182 1786.59599 7.56174 0 9.70876
47.32754 695.15725 2.44048 0 4.59065
101.55219 1232.88765 4.27536 68.94665 3.92543
92.99122 1313.95433 4.84012 1.35983 5.27374
97.17432 1695.37615 4.55729 30.69897 4.03347
107.16842 1533.54009 2.7839 0 4.05927
74.52208 912.30035 5.07313 32.57947 3.41108
86.20251 969.13924 5.37088 5.91086 8.54939
80.72703 1241.15347 6.18086 39.26231 6.42525
79.0524 969.7738 5.07698 0 7.36062
101.46845 1639.46987 3.55263 27.21642 2.81895
67.15165 926.73855 5.66047 0 10.21386
81.86349 1403.54931 3.1574 20.45538 5.81046
82.64058 1217.28766 4.17991 50.73105 4.15602
37.36024 929.84083 0.83297 21.42274 1.03513
98.8055 1310.0134 5.0864 2.29152 9.87777
119.6489 1749.37606 4.92626 2.38715 6.42707
127.31506 1150.32173 9.15822 0 13.95499
69.1431 1026.20635 2.04599 22.10715 2.39094
117.3951 1453.89243 5.83234 26.16417 4.56585
72.97323 891.63389 9.26959 0 8.36059
46.73763 1298.54473 3.85126 51.07512 0
35.21597 557.92508 0.59471 33.35094 0.73405
70.30138 1182.25924 4.22352 19.53028 6.44591
46.5521 668.49461 1.97998 0 0.07141
122.63651 1998.23322 4.34423 75.49359 2.76312
102.17143 981.86523 3.53306 49.8697 4.44634
58.14017 846.39857 3.67218 53.41124 4.1621
99.74893 1041.23688 6.5675 48.99118 4.99841
73.17863 683.42145 4.94591 10.04873 9.18836
101.4151 1461.24063 3.5505 28.0806 5.03069
82.7315 1433.12516 1.5417 37.37514 0.12234
100.99937 1352.91669 3.25865 18.01115 6.4626
52.55014 634.91658 4.60949 0 7.07704
52.57189 437.64039 1.0037 29.09 1
93.05134 1448.35884 8.1469 0 10.91399
73.58473 1031.47205 5.50989 3.29363 7.0868
69.62024 999.69522 4.37288 2.31256 6.63733
65.70489 500.6422 5.6464 0 9.09005
108.93492 1157.92372 6.39595 0 9.41569
79.08457 851.37108 3.11275 28.90417 4.99936
100.74883 1166.55716 3.77374 37.73463 2.14398
50.17658 729.18197 2.26459 20.42948 0.43637
87.19272 1315.30538 7.94324 10.9403 9.70193
49.29021 634.86188 3.10667 29.43837 3.84123
74.00745 756.26114 2.08009 40.67453 3.39746
58.71293 938.13746 0.97254 29.66125 0.93427
87.19363 1250.38516 4.64621 0 9.0929
89.48331 1189.68676 3.02018 32.89869 2.32215
62.68229 632.18606 3.11547 29.59134 0.5879
52.25154 643.00854 6.63965 14.46387 4.17584
93.91742 1533.9556 2.95795 16.5041 6.71221
112.59245 1782.32229 7.70998 13.36749 11.64137
99.35457 1356.36022 2.3978 21.74321 3.07115
70.93113 902.81362 5.91457 6.05933 7.85557
90.33873 1119.84387 6.91557 3.18957 12.00186
123.34428 1895.95725 4.78479 20.55538 6.04614
39.13059 734.85045 1.67181 14.5821 0.74559
86.63048 1074.08473 6.80047 0 6.62771
40.15162 560.28392 2.60607 5.45005 1
119.41728 2291.15707 4.23718 51.69458 5.07517
49.10183 646.14789 0.9961 39.24638 1.30369
44.93033 763.85409 3.94874 0.25854 7.1824
122.27675 2545.20751 6.18103 31.88076 6.76524
125.76863 1555.27586 7.65208 1.20472 7.692
104.71027 1439.53049 5.43551 17.12356 6.94771
64.5467 1044.66918 1.82164 39.23506 0.74323
55.4879 1034.27816 4.63121 0.03494 6.01323
106.51583 1184.81426 5.30403 10.91506 6.10206
136.805 1568.67285 2.93685 41.6261 0.23395
90.74306 1416.92022 6.71689 16.28761 4
101.36341 1227.76011 6.64724 0 9.09571
85.44454 1156.21445 5.30442 0 7.24692
108.45904 1202.92738 4.6097 14.69276 7.68126
64.85086 1323.69599 2.09464 0 1.39577
140.84611 1802.36346 9.00167 0 12.7273
73.57333 977.93067 2.72854 41.71035 2.32023
62.1997 984.94115 3.59608 29.27999 0
135.58819 1677.50671 6.52914 24.97824 4.5567
56.85521 716.36938 0.92103 31.41757 0.083
73.68033 907.3969 9.58211 0 13.82901
40.65994 557.08395 0.65279 0 0.72194
140.04546 2006.98246 7.49003 0 10.35871
137.11889 1669.25421 4.48697 24.73097 5.93879
78.36954 1306.57186 9.15694 33.75255 4.22652
131.66637 1755.31679 7.14732 21.42812 11.61815
80.42123 1072.26281 4.27319 52.74947 3.57191
61.84502 764.6527 4.03049 26.59663 1.53735
100.52505 992.60074 4.95822 15.29168 4.56816
89.74902 1003.79519 6.56754 0 8.56799
62.21565 1194.55169 2.44101 26.8112 1.28448
61.82565 665.5505 4.91514 0 8.33195
119.46841 1467.90458 1.51388 65.53033 0
46.89818 610.98501 3.50426 9.79567 3.07562
97.29822 1568.67834 3.16313 55.33475 3.34422
158.14576 2228.26875 12.40388 0 16.28004
61.46061 950.91631 1.23442 35.30254 1.84873
112.70843 1466.12777 3.9164 0 5.20873
116.43457 1609.66771 6.21176 0.40194 6.78557
70.56373 1004.05893 5.52266 3.19312 5.6439
99.3491 1141.87829 12.28175 1.30439 15.49771
59.07122 1137.86042 5.88828 38.33219 1.76166
118.93928 2067.75715 7.15993 53.05307 5.82055
65.42936 912.23836 3.80446 20.52034 4.57222
122.60098 1687.35859 6.29477 26.39824 10.52518
65.70827 908.94413 3.03976 0.73285 4.86939
96.28925 1314.46935 3.7153 0 6.82847
39.86511 1096.36904 3.63964 11.11404 3.97914
66.81533 853.13169 2.64263 49.08597 3.14791
73.83494 1005.51906 3.63071 28.6095 6.09568
104.93053 1025.70368 7.88971 24.1235 8.14449
121.68894 1250.78754 8.05094 24.71433 8.92323
96.6926 1201.34539 4.23877 0 4.81231
75.14 983.83003 3.73237 0.01016 8.08616
85.99079 942.78152 3.65875 0 5.42486
120.6959 1267.81531 10.80201 68.79051 5.42225
56.13719 612.59261 1.42466 31.70729 1.79791
87.12231 1140.20782 6.3832 12.74898 9.85097
148.64647 2031.17776 8.3201 0 9.78175
192.42108 2882.57353 10.0121 96.17245 12.50272
35.14714 893.11312 1.97541 15.17781 0
102.47578 1557.2145 6.23711 29.29081 10.24567
80.41369 1146.57585 5.6702 42.44202 1.1262
69.77244 1268.44478 1.9691 20.21342 2.9543
98.8548 1196.74954 4.97625 6.30848 5.21637
67.56548 513.58569 5.55753 17.91065 6.76604
38.36815 636.19704 3.97927 4.29667 6.30475
104.28969 1206.07325 6.43901 25.52589 9.5511
101.17925 1045.33233 2.13236 27.70616 0
144.00898 1935.17724 7.79538 19.36653 9.00034
43.4188 529.75014 3.69986 0 3.84546
64.70121 1051.31118 4.41558 22.73036 8.09254
106.51787 1619.53269 1.44352 38.71032 1.25847
107.68345 1528.87964 7.96636 0 9.75838
48.02697 855.47 4.07299 0 3.04788
95.30709 1368.76369 8.48435 0 12.99524
51.74586 1136.74763 0.75141 62.09819 0.67057
141.00775 1571.3648 3.01911 35.3686 0.16786
118.80972 1378.07541 6.91994 0 8.80346
44.66317 663.0335 3.60533 9.86803 4.13186
83.84476 1949.92566 16.94517 16.10308 3.67131
47.27983 1216.89176 1.07022 49.83544 2.12305
95.23181 1789.27899 1.38568 50.18941 2.60498
97.18063 1253.15681 3.6594 0.72031 3.38727
78.82381 1156.19256 1.97578 78.2946 2.02113
122.0403 2264.01023 4.55332 79.34746 3.99721
87.42257 1222.13477 6.46859 11.78811 10.69912
109.29856 1365.66137 5.82167 11.38398 9.5807
69.68049 926.85573 4.51184 4.80299 6.192
38.43896 768.5682 0.67222 22.22993 1.12936
51.44126 813.68891 7.29546 66.06037 0
158.4396 1507.63874 7.08055 0 8.88736
187.66431 2393.83803 7.16945 8.35875 9.07769
99.13348 1430.82609 3.60954 50.88905 3.54907
59.50119 788.77704 5.02744 35.71746 5.60947
65.19692 1178.75891 4.7389 0 3.37983
34.96046 509.4897 1.97277 12.08599 0.94168
39.0504 380.24816 1.04173 18.52757 0.56461
69.39673 1038.92069 5.18349 0.67368 9.03416
94.74879 2273.4057 5.30976 12.20754 5.84428
98.95875 1310.7647 4.44379 23.63373 4.55937
146.02194 2161.92545 5.69487 29.93789 3.71868
62.98517 599.02886 2.54843 0 3.23262
55.60181 619.21938 5.00812 0 6.93217
84.2526 1362.4276 1.22955 48.3585 0.77966
67.98588 1088.69027 3.47936 9.38474 7.35987
87.58785 1184.6299 3.1455 47.85179 1.02163
90.31929 1355.15948 1.86902 33.65216 1.44352
99.93081 955.53555 1.82524 18.4417 1.00446
67.05967 975.40112 2.34041 65.63184 3.42034
72.69861 584.84676 2.31901 0 3.16372
98.06573 1396.66361 6.82623 28.27612 9.83929
91.69923 1079.99408 3.78008 7.53326 6.31402
83.19776 800.23664 2.5691 14.10234 4.22893
64.81269 1076.64674 1.27538 38.91885 0.81432
43.84345 657.47846 3.32447 0 2.26916
131.01465 2110.316 6.21951 0 6.85061
56.1075 900.07791 4.64526 0 10.08679
112.1648 1126.67138 7.03203 18.27085 10.28916
139.54046 2153.56635 12.12184 29.29144 6.29216
160.0548 1828.89921 8.90308 4.1288 10.56655
61.95167 917.91947 6.50134 1.50403 8.14481
113.94241 1439.09443 3.64024 0 6.06037
54.92113 986.98214 2.77346 50.15234 3.89717
88.14235 1362.82765 2.37456 52.28702 4.38276
51.25593 783.20583 4.37664 4.1951 4.51202
125.36696 1676.46157 7.81255 19.91025 11.17661
96.90058 1068.16562 4.41565 18.04165 6.06835
109.14441 1386.11679 5.84128 41.80217 9.24243
81.50408 976.04987 5.48604 9.45318 6.64917
78.97517 981.72588 4.95275 8.06594 7.05038
157.40419 2204.73689 5.96362 61.9295 5.15638
159.54679 1935.28572 10.18628 0 17.01129
164.15206 2146.28326 8.81471 42.539 8.77991
91.28881 1154.42146 2.55116 62.52499 2.59175
43.90366 728.51128 1.1938 40.03802 2.18914
106.91071 741.16932 2.9597 60.8149 0
21.76121 664.3402 1.12044 36.1614 0
73.0418 849.97918 7.46596 7.12441 10.75725
97.87057 1641.73539 6.22336 0 9.50612
54.97874 647.30314 4.85551 0 7.28492
104.56525 1577.14727 5.02541 50.25735 2.56556
68.90674 982.76772 5.59197 4.44942 10.43696
80.74776 1293.21495 1.91937 48.44642 1.23066
57.765 976.24263 4.36115 20.32261 3.31399
90.1615 775.35979 4.18746 38.38787 4.98028
144.68317 1718.91089 6.202 39.88902 10.12483
93.46744 1328.03879 6.97937 5.9543 13.10476
74.44678 1053.67055 3.9479 28.81097 4.20118
110.43076 1673.02235 1.29648 70.89664 0.93435
109.95413 1002.07887 4.17618 12.5544 3.2133
119.54093 2065.78969 5.07133 50.11714 5.55161
102.07931 1283.92431 7.89928 0 13.93505
43.38341 838.71734 0.77105 31.66397 0.72191
162.71446 1551.2626 21.60187 0 3.97491
97.71644 1257.61481 5.70602 28.11069 7.61248
103.18237 1743.9793 9.39772 5.9158 16.39686
92.80718 1232.19317 2.57673 76.20436 2.82286
49.96035 1198.38877 2.44624 33.93395 1.18908
53.26181 575.84589 5.27065 9.68652 3.09825
75.31717 1135.37384 3.27113 0 7.73579
59.52826 553.1172 9.3112 0 9.20982
69.48491 844.23031 4.30138 1.4956 8.08281
68.19202 1267.44545 2.95996 34.66336 0.37774
77.61802 971.44155 3.31914 15.17113 5.02848
79.19063 1087.9684 4.10964 0 7.85134
41.00569 831.7892 4.12089 4.01279 7.54847
38.47926 734.27385 2.84166 17.70995 3
86.01493 1111.15112 3.95979 19.99071 5.38623
31.55001 739.40669 2.50393 12.61768 3.14247
87.06835 1183.26452 3.34564 11.10494 4.57072
146.20886 1856.74726 7.06174 33.43619 12.66411
96.79218 880.128 5.28531 11.88851 10.25055
90.28835 1187.77993 9.26091 0 13.7287
146.51171 2220.59068 7.66695 11.12974 12.05168
102.91259 1713.46566 2.87642 63.98303 2.27323
146.34265 1598.46992 7.26382 129.1521 3.57527
67.40882 886.1489 4.05193 5.68526 6.9659
84.60624 1107.21935 6.67291 0.82905 10.95983
90.3024 1382.46266 5.47153 7.47791 9.03103
165.5359 1276.30874 5.60776 0 1.08194
61.30981 558.15761 1.99486 35.79799 1.34786
57.138 626.92658 6.29187 0 12.01887
97.93433 966.4817 6.02176 22.24086 8.00192
88.86803 1136.88319 6.3542 0.6821 8.7376
56.19716 854.56414 2.63503 17.56127 2.36306
59.98226 972.64192 2.55449 19.43298 4.70388
126.90598 1832.22339 4.95632 9.37732 7.05728
49.54864 679.20409 5.43984 33.61343 7.51019
121.28936 1770.25375 7.09048 5.51357 6.31273
66.49082 1028.91418 3.41346 48.98734 3.75639
72.49515 939.26684 3.39122 5.33094 5.50335
274.04261 3696.47617 16.01306 106.63451 20.14414
